FECHA_TRANSACCION;Cliente_ID;Producto_ID;Volumen_Vendido;Precio_Unitario_Real;Costo_Venta_Unitario;Gasto_Marketing
2017-02-18;CLI0186;DIS_S05;369;7496,46;5582,27;0
2017-02-19;CLI0108;DIS_S04;274;1882,15;1506,5;0
2017-02-19;CLI0044;LIM_Q01;266;12491,24;8941,37;0
2017-02-19;CLI0078;LIM_Q01;473;16666,85;8539,17;0
2017-02-20;CLI0253;DIS_S04;465;7194,55;4181,74;0
2017-02-20;CLI0281;DIS_S04;132;12802,52;6620,82;0
2017-02-20;CLI0226;LIM_Q02;367;2193,77;1486,18;0
2017-02-20;CLI0162;DIS_S04;352;4815,49;2916,69;0
2017-02-21;CLI0132;DIS_S05;56;6956,18;4543,01;4464064,73
2017-02-22;CLI0448;HIG_Q03;341;14492,78;6311,23;0
2017-02-22;CLI0372;HIG_Q03;19;2744,24;1845,21;0
2017-02-23;CLI0375;HIG_Q03;153;10714,21;5832,77;0
2017-02-23;CLI0474;DIS_S05;440;3904,52;3591,07;0
2017-02-23;CLI0144;DIS_S04;308;2269,62;1871,31;0
2017-02-23;CLI0266;HIG_Q03;161;11931,6;5916,58;0
2017-02-23;CLI0109;DIS_S04;496;3498,99;1533,75;0
2017-02-23;CLI0194;LIM_Q02;145;12116,21;6231,88;0
2017-02-24;CLI0275;LIM_Q01;16;12305,7;6407,25;0
2017-02-24;CLI0390;DIS_S05;35;2964,29;1809,02;0
2017-02-24;CLI0035;HIG_Q03;84;3189,6;3160,12;0
2017-02-24;CLI0467;LIM_Q02;370;2000,28;1190,09;0
2017-02-25;CLI0010;LIM_Q01;98;13624,52;9952,45;0
2017-02-25;CLI0187;DIS_S05;88;6935,06;3723,94;0
2017-02-25;CLI0437;DIS_S05;24;6025,98;4038,09;0
2017-02-25;CLI0500;DIS_S05;441;9274,54;4905,09;2813845,42
2017-02-25;CLI0243;HIG_Q03;396;8233,31;6853,34;0
2017-02-25;CLI0264;LIM_Q02;409;1927,14;1360,42;0
2017-02-25;CLI0462;HIG_Q03;216;12579,42;9206,31;3026473
2017-02-26;CLI0166;DIS_S04;407;7243,76;5306,85;0
2017-02-26;CLI0451;DIS_S05;106;7076,77;5600,83;0
2017-02-27;CLI0029;LIM_Q01;225;14237,68;9559,72;0
2017-02-27;CLI0271;LIM_Q02;468;6732,17;5707,6;0
2017-02-28;CLI0087;LIM_Q01;268;12638,33;6867,57;0
2017-02-28;CLI0023;HIG_Q03;338;1906,27;1498,98;4670754,59
2017-02-28;CLI0210;DIS_S04;463;8167,57;4520,51;0
2017-03-01;CLI0028;DIS_S05;473;4994,34;2630,53;0
2017-03-01;CLI0026;LIM_Q01;84;8527,48;6575,14;0
2017-03-01;CLI0046;HIG_Q03;296;13540,07;8628,58;0
2017-03-01;CLI0467;DIS_S05;384;4610;2775,57;0
2017-03-02;CLI0266;DIS_S05;251;12185,58;7715,96;0
2017-03-02;CLI0175;DIS_S05;26;4106,29;2998,89;0
2017-03-02;CLI0004;LIM_Q02;186;14046,36;10522,18;0
2017-03-02;CLI0311;LIM_Q02;268;11675,97;6584,11;0
2017-03-02;CLI0322;HIG_Q03;132;12515,83;8930,09;2248691,05
2017-03-03;CLI0135;LIM_Q02;481;11995,98;7216,46;0
2017-03-03;CLI0067;HIG_Q03;476;11945,3;5469,69;0
2017-03-03;CLI0055;LIM_Q01;320;12857,17;7457,74;0
2017-03-04;CLI0156;DIS_S04;365;10218,54;7666,9;3775468,28
2017-03-04;CLI0156;DIS_S05;131;12219,26;7369,22;0
2017-03-04;CLI0019;DIS_S05;465;2054,12;978,44;0
2017-03-04;CLI0337;DIS_S04;49;3688,06;2706,34;0
2017-03-04;CLI0031;HIG_Q03;265;13783,7;11250,92;0
2017-03-04;CLI0074;DIS_S04;243;4414,23;2596,05;1528610,82
2017-03-04;CLI0464;LIM_Q02;120;3602,91;2303,35;0
2017-03-05;CLI0147;LIM_Q02;459;12789,38;6458,43;0
2017-03-06;CLI0485;LIM_Q01;224;5358,86;3125,45;0
2017-03-06;CLI0087;DIS_S04;305;2615,53;1864,83;0
2017-03-06;CLI0020;LIM_Q01;295;7023,73;4479,25;0
2017-03-07;CLI0043;HIG_Q03;101;2245,35;2106,83;0
2017-03-07;CLI0333;DIS_S04;16;12315,73;8875,97;0
2017-03-07;CLI0269;HIG_Q03;290;13147,65;7017,11;0
2017-03-08;CLI0395;LIM_Q02;370;14124,86;10636,12;0
2017-03-08;CLI0432;DIS_S04;443;5548,75;3484,81;0
2017-03-08;CLI0399;HIG_Q03;132;6682,07;4595,1;0
2017-03-08;CLI0401;HIG_Q03;346;3398,1;2214,29;0
2017-03-08;CLI0438;LIM_Q02;105;6319,08;4753,54;0
2017-03-09;CLI0375;LIM_Q02;129;2173,43;1284,24;0
2017-03-09;CLI0470;LIM_Q01;16;8370,34;5269,06;0
2017-03-09;CLI0022;DIS_S04;442;5439;3342,82;0
2017-03-09;CLI0101;DIS_S05;396;10705,7;5332,55;0
2017-03-09;CLI0467;DIS_S04;437;13692,58;9193,97;0
2017-03-09;CLI0028;LIM_Q01;100;7881,09;4661,72;0
2017-03-09;CLI0306;LIM_Q01;10;9556,82;5488,16;0
2017-03-09;CLI0260;LIM_Q02;493;11533,97;7710,09;0
2017-03-10;CLI0039;LIM_Q02;359;6815,55;5073,31;0
2017-03-10;CLI0290;LIM_Q02;138;2620,78;1611,75;0
2017-03-10;CLI0353;DIS_S05;188;5702,89;3526,77;4457282,84
2017-03-11;CLI0300;HIG_Q03;107;11800,41;9783,62;0
2017-03-11;CLI0170;HIG_Q03;431;8301,92;5125,52;0
2017-03-11;CLI0296;HIG_Q03;52;12855,85;8027,45;0
2017-03-12;CLI0353;LIM_Q01;192;7676,57;4801,21;0
2017-03-12;CLI0396;LIM_Q02;194;14293,48;9431,43;0
2017-03-13;CLI0074;DIS_S05;170;4848,01;3154,78;0
2017-03-13;CLI0156;LIM_Q01;237;11927,7;7689,32;0
2017-03-13;CLI0130;DIS_S05;62;6803,51;4508,09;0
2017-03-14;CLI0342;LIM_Q01;244;3392,45;2050,52;0
2017-03-14;CLI0465;LIM_Q01;473;11201,01;9535,32;0
2017-03-14;CLI0090;LIM_Q01;455;11104,46;8874,61;3012607,6
2017-03-14;CLI0067;DIS_S05;367;11984,14;8369,87;0
2017-03-15;CLI0455;DIS_S04;404;5988,14;3022,17;0
2017-03-15;CLI0236;LIM_Q01;209;10313,91;6856,23;0
2017-03-16;CLI0200;HIG_Q03;445;4079,33;2735,92;0
2017-03-16;CLI0468;LIM_Q02;10;1793,65;1043,64;0
2017-03-16;CLI0332;DIS_S04;23;12829,01;6857,27;0
2017-03-17;CLI0102;LIM_Q01;483;5757,01;3871,34;0
2017-03-17;CLI0086;HIG_Q03;495;7922,92;5909,4;0
2017-03-17;CLI0233;DIS_S05;286;15052,27;11892,62;0
2017-03-17;CLI0266;DIS_S05;43;8606,43;6032,33;0
2017-03-17;CLI0465;DIS_S05;222;18346,91;11589,22;0
2017-03-17;CLI0227;DIS_S04;487;9112,47;4517,7;0
2017-03-17;CLI0348;DIS_S04;387;6404,68;3840,65;1317662,17
2017-03-18;CLI0441;DIS_S04;370;14454,53;7118,99;0
2017-03-18;CLI0481;LIM_Q01;279;10729,06;8137,62;0
2017-03-18;CLI0214;LIM_Q01;177;7400,49;5386,04;0
2017-03-18;CLI0108;LIM_Q01;387;10027,79;7480,29;0
2017-03-18;CLI0165;DIS_S05;428;7318,58;4260,24;0
2017-03-18;CLI0461;LIM_Q01;179;10834,24;8274,64;0
2017-03-18;CLI0091;DIS_S04;91;13790,8;9163,32;2848583,49
2017-03-19;CLI0335;DIS_S04;325;9047,78;6019,41;0
2017-03-19;CLI0086;DIS_S05;146;4476,63;4546,19;0
2017-03-19;CLI0192;DIS_S05;413;5132,51;3075,43;0
2017-03-20;CLI0222;LIM_Q02;242;8514,17;5652,03;0
2017-03-20;CLI0363;LIM_Q02;124;12223,45;10558,5;1033986,13
2017-03-20;CLI0424;LIM_Q02;261;5913,11;3785,51;0
2017-03-20;CLI0101;LIM_Q02;298;2277,28;1567,71;0
2017-03-20;CLI0226;DIS_S05;58;12890,99;6805,11;0
2017-03-20;CLI0364;LIM_Q01;461;9503,86;6679,82;1426767,26
2017-03-21;CLI0060;HIG_Q03;13;6579,91;4100,76;0
2017-03-21;CLI0482;HIG_Q03;388;4443,19;3058,93;0
2017-03-21;CLI0250;LIM_Q02;185;2933,67;1674,87;0
2017-03-22;CLI0487;LIM_Q01;243;1789,14;982,18;0
2017-03-22;CLI0456;LIM_Q01;415;3254,91;2099,62;0
2017-03-22;CLI0403;HIG_Q03;302;2798,57;1796,44;0
2017-03-22;CLI0117;DIS_S04;440;11048,04;7139,21;0
2017-03-22;CLI0227;LIM_Q01;35;7720,66;5140,18;0
2017-03-22;CLI0048;LIM_Q01;281;5014,57;2696,82;0
2017-03-22;CLI0362;DIS_S04;79;8773,83;4869,46;0
2017-03-23;CLI0033;HIG_Q03;240;11198,53;6865,81;0
2017-03-23;CLI0044;LIM_Q01;272;4759,04;2497,17;0
2017-03-24;CLI0476;DIS_S04;435;14757,98;9155,04;0
2017-03-24;CLI0165;LIM_Q01;295;6131,59;3340,57;0
2017-03-25;CLI0292;LIM_Q01;472;5674,53;3433,76;0
2017-03-25;CLI0337;DIS_S04;15;14357,26;7450,44;0
2017-03-25;CLI0368;DIS_S04;83;6879,48;3376,63;0
2017-03-25;CLI0345;LIM_Q02;130;8346,49;4054,22;0
2017-03-26;CLI0344;HIG_Q03;33;13775,39;6715,67;2596101,24
2017-03-26;CLI0405;LIM_Q02;203;1922,16;838,76;0
2017-03-27;CLI0386;LIM_Q01;177;9117,2;5774,14;0
2017-03-27;CLI0287;DIS_S04;386;10437,66;7150,5;0
2017-03-27;CLI0364;LIM_Q01;408;14229,28;7235,02;1615378,96
2017-03-28;CLI0225;DIS_S04;446;7039,83;4891,66;0
2017-03-28;CLI0286;LIM_Q01;350;3811,83;2326,74;0
2017-03-28;CLI0204;LIM_Q02;219;7851,83;6151,04;0
2017-03-29;CLI0012;LIM_Q01;354;12004,06;8056,06;0
2017-03-29;CLI0172;LIM_Q02;142;8263,25;4165,38;0
2017-03-30;CLI0433;LIM_Q01;183;13832,28;6781,08;0
2017-03-30;CLI0244;LIM_Q01;160;14938,94;10150,07;0
2017-03-30;CLI0307;LIM_Q01;301;14479,77;8590,45;0
2017-03-30;CLI0121;DIS_S05;467;2448,83;1750,33;0
2017-03-31;CLI0152;LIM_Q02;97;15752,24;8163,84;0
2017-03-31;CLI0152;LIM_Q01;310;10632,86;6217,47;0
2017-03-31;CLI0188;HIG_Q03;275;10140,17;5965,9;0
2017-04-01;CLI0256;DIS_S04;52;11604,75;7578,78;0
2017-04-01;CLI0200;LIM_Q02;350;1832,79;1070,95;0
2017-04-01;CLI0074;HIG_Q03;41;6722,59;5348,51;0
2017-04-01;CLI0013;DIS_S05;79;15612,5;7174,66;0
2017-04-01;CLI0395;LIM_Q01;319;1685,29;1342,6;0
2017-04-01;CLI0091;DIS_S04;214;5686,63;3608,67;0
2017-04-03;CLI0456;HIG_Q03;127;7552,47;4966,89;0
2017-04-03;CLI0448;LIM_Q02;386;10691,52;8944,7;0
2017-04-03;CLI0276;DIS_S05;24;7763,4;5369,07;0
2017-04-04;CLI0328;LIM_Q02;331;5490,82;4647,05;0
2017-04-04;CLI0329;HIG_Q03;408;3922,99;2851,01;0
2017-04-04;CLI0071;HIG_Q03;124;6428,01;4197,25;0
2017-04-04;CLI0078;LIM_Q02;346;2088,38;1075,5;0
2017-04-05;CLI0008;DIS_S04;390;10279,45;4803,12;0
2017-04-05;CLI0377;DIS_S05;271;12877,94;8619,8;0
2017-04-05;CLI0043;LIM_Q02;88;9540,01;7735,39;0
2017-04-05;CLI0284;LIM_Q01;29;6787,71;5251,84;0
2017-04-05;CLI0130;LIM_Q02;187;2305,24;1550,65;2303050,86
2017-04-06;CLI0013;LIM_Q01;410;5098,48;4086,03;0
2017-04-07;CLI0213;DIS_S04;129;4482,68;2960,06;0
2017-04-07;CLI0111;LIM_Q02;35;10822,38;5888,18;0
2017-04-07;CLI0476;LIM_Q01;31;12102,45;7430,11;0
2017-04-08;CLI0130;LIM_Q01;480;2436,04;1333,32;1051831,57
2017-04-08;CLI0254;LIM_Q01;223;6136,99;4418,41;0
2017-04-08;CLI0015;HIG_Q03;323;1833,13;1277,78;0
2017-04-08;CLI0023;DIS_S04;73;4335,18;3547,19;0
2017-04-08;CLI0291;DIS_S04;210;3150,47;1928,87;0
2017-04-08;CLI0302;LIM_Q01;469;12007,16;9767,18;1038866,26
2017-04-09;CLI0061;LIM_Q02;302;12902,52;7609,04;0
2017-04-09;CLI0115;DIS_S05;87;10837,77;6548,11;1769519,38
2017-04-09;CLI0460;HIG_Q03;225;6137,28;4796,05;0
2017-04-11;CLI0320;LIM_Q01;465;3589,4;2359,43;0
2017-04-12;CLI0325;DIS_S05;37;5443,44;2784,44;0
2017-04-12;CLI0308;DIS_S05;483;10123,2;5900,44;0
2017-04-12;CLI0420;HIG_Q03;233;5550,57;3723,03;0
2017-04-12;CLI0451;LIM_Q02;386;6205,93;3796,16;0
2017-04-12;CLI0067;LIM_Q01;489;2488,19;1511,73;0
2017-04-13;CLI0249;LIM_Q01;479;11572,5;9802,47;0
2017-04-14;CLI0002;DIS_S05;76;9798,48;6264,13;0
2017-04-14;CLI0339;HIG_Q03;210;12433,49;5756,62;0
2017-04-14;CLI0175;LIM_Q02;314;8283,06;5682,34;0
2017-04-15;CLI0172;LIM_Q02;482;14141,08;8420,95;0
2017-04-15;CLI0485;HIG_Q03;368;15668,61;8686,79;0
2017-04-15;CLI0448;DIS_S04;135;4598,45;3305,92;0
2017-04-15;CLI0465;DIS_S04;469;7287,9;3886,73;0
2017-04-15;CLI0334;HIG_Q03;358;12695,29;6017,17;0
2017-04-15;CLI0284;LIM_Q01;204;12019,27;9073,95;0
2017-04-16;CLI0420;HIG_Q03;320;6919,09;4972,4;0
2017-04-16;CLI0067;LIM_Q01;352;6519,81;3792,94;0
2017-04-16;CLI0458;LIM_Q01;96;9482,06;4794,75;0
2017-04-16;CLI0054;DIS_S04;183;10198,24;5491,64;0
2017-04-16;CLI0475;LIM_Q01;434;15490,13;7855,24;0
2017-04-17;CLI0102;HIG_Q03;475;13409,29;9012,49;0
2017-04-17;CLI0120;LIM_Q01;404;12960,36;7041,83;0
2017-04-18;CLI0191;HIG_Q03;493;2253,16;1593,84;0
2017-04-18;CLI0409;DIS_S05;163;8569,18;5225,03;0
2017-04-19;CLI0470;DIS_S04;465;9348;5784,95;0
2017-04-19;CLI0304;DIS_S05;485;7161,84;4932,13;4065752,81
2017-04-20;CLI0021;DIS_S05;499;8956,13;5370,02;0
2017-04-20;CLI0222;LIM_Q01;173;6282,55;4151,5;0
2017-04-20;CLI0158;DIS_S05;497;6323,86;4833,93;0
2017-04-20;CLI0423;DIS_S05;219;12007,74;7045,6;0
2017-04-20;CLI0047;LIM_Q01;22;8860,56;4697,43;0
2017-04-21;CLI0348;LIM_Q02;264;7913,7;4576,35;0
2017-04-21;CLI0159;LIM_Q02;393;2647,92;1569,91;0
2017-04-22;CLI0377;DIS_S04;73;3240,28;1961,43;0
2017-04-22;CLI0372;DIS_S05;316;7640,11;6593,22;0
2017-04-22;CLI0410;HIG_Q03;85;9759,2;7301,28;0
2017-04-22;CLI0235;LIM_Q02;31;11579,34;7480,83;0
2017-04-23;CLI0150;LIM_Q01;69;10877,03;6464,08;0
2017-04-23;CLI0405;DIS_S05;395;13937,07;9194,99;3199278,46
2017-04-23;CLI0257;HIG_Q03;65;15703,6;8940,35;0
2017-04-24;CLI0085;LIM_Q01;214;5950,74;4475,56;0
2017-04-24;CLI0165;HIG_Q03;177;6799,08;4587,9;0
2017-04-24;CLI0077;HIG_Q03;421;4497,84;2753,04;0
2017-04-25;CLI0046;LIM_Q02;362;10535,79;6901,57;0
2017-04-25;CLI0393;HIG_Q03;268;13860,92;7185,04;0
2017-04-25;CLI0401;LIM_Q02;200;10408,66;6786,16;0
2017-04-25;CLI0047;DIS_S04;491;8840,2;5485,16;0
2017-04-25;CLI0213;LIM_Q01;416;9406,99;6237,41;4732273,91
2017-04-25;CLI0479;LIM_Q02;64;9414,3;4754,27;0
2017-04-25;CLI0487;LIM_Q02;425;14554,16;7200,84;0
2017-04-26;CLI0054;HIG_Q03;293;11471,75;7305,56;0
2017-04-26;CLI0059;HIG_Q03;349;12795,69;10104,57;2965789,31
2017-04-27;CLI0006;HIG_Q03;359;2049,06;1400,16;0
2017-04-27;CLI0192;DIS_S05;268;2137,99;973,91;0
2017-04-27;CLI0342;LIM_Q01;389;10184,1;5085,84;0
2017-04-27;CLI0012;LIM_Q02;273;5485,38;4158,33;0
2017-04-28;CLI0309;HIG_Q03;98;2082,54;1361,01;0
2017-04-28;CLI0144;DIS_S04;446;14909,75;9687,33;0
2017-04-29;CLI0346;LIM_Q01;231;2683,31;1751,32;0
2017-04-29;CLI0261;LIM_Q02;422;3252,75;2859,19;0
2017-04-30;CLI0270;LIM_Q01;474;2041,74;1729,09;0
2017-04-30;CLI0073;LIM_Q02;359;8938,15;4537,6;0
2017-04-30;CLI0174;LIM_Q02;491;7160,84;4338,43;0
2017-04-30;CLI0232;HIG_Q03;98;10317,35;8586,46;4611027,53
2017-05-01;CLI0428;LIM_Q02;68;14433,48;10768,87;0
2017-05-01;CLI0447;DIS_S05;161;3987,19;3141,31;0
2017-05-02;CLI0362;DIS_S04;431;14682,37;9706,42;0
2017-05-03;CLI0222;DIS_S04;37;9327,87;5215,62;0
2017-05-03;CLI0052;LIM_Q02;234;10951,27;7667,88;2028055,12
2017-05-03;CLI0116;HIG_Q03;327;5978,58;3468,18;2268635,82
2017-05-03;CLI0026;DIS_S04;493;11738,29;5019,96;0
2017-05-04;CLI0392;LIM_Q01;343;13356,66;8944,21;0
2017-05-04;CLI0019;LIM_Q02;55;15663,73;8938,26;1833232,03
2017-05-04;CLI0303;LIM_Q01;483;6829,7;5509,54;0
2017-05-04;CLI0365;DIS_S04;272;1483,68;988,87;0
2017-05-04;CLI0053;DIS_S04;60;12850,51;6698,15;0
2017-05-04;CLI0029;DIS_S04;288;2084,79;1071;2948552,27
2017-05-05;CLI0479;LIM_Q01;377;11470,69;5057,98;0
2017-05-05;CLI0419;DIS_S05;16;16277,37;11972,88;0
2017-05-05;CLI0279;HIG_Q03;115;9506,87;5875,5;0
2017-05-05;CLI0117;DIS_S05;293;6174,8;3890,6;0
2017-05-05;CLI0106;LIM_Q01;33;3764,27;2581,89;0
2017-05-06;CLI0309;LIM_Q01;493;4421;2772,36;0
2017-05-06;CLI0227;HIG_Q03;496;11138,78;8048,59;0
2017-05-06;CLI0352;DIS_S04;344;3245,7;1468,64;0
2017-05-07;CLI0160;DIS_S04;130;2509,15;2199,03;0
2017-05-07;CLI0016;DIS_S04;267;4630,89;2809,34;0
2017-05-07;CLI0273;DIS_S04;272;2924,2;1470,38;0
2017-05-07;CLI0186;HIG_Q03;442;15271,42;9643,12;0
2017-05-07;CLI0261;LIM_Q01;12;2565,26;1970,69;0
2017-05-08;CLI0358;DIS_S05;217;8906,33;4783,39;0
2017-05-08;CLI0250;LIM_Q01;30;11247,08;5706,37;0
2017-05-08;CLI0224;LIM_Q02;402;13036,52;7652,05;0
2017-05-08;CLI0256;HIG_Q03;149;11834,83;6152,87;0
2017-05-08;CLI0180;DIS_S05;486;6189,51;5007,64;0
2017-05-09;CLI0194;LIM_Q02;52;5008,39;3666,22;1908012,89
2017-05-09;CLI0120;DIS_S04;215;7377,95;4453,33;0
2017-05-09;CLI0468;HIG_Q03;347;9335,96;6239,85;0
2017-05-09;CLI0020;HIG_Q03;289;9419,47;5391,87;0
2017-05-09;CLI0112;LIM_Q02;298;13442,26;8207,48;2597781,47
2017-05-10;CLI0058;LIM_Q01;132;11830,57;9616,85;0
2017-05-10;CLI0001;LIM_Q02;216;12398,11;7975,58;0
2017-05-10;CLI0111;LIM_Q02;127;4510,78;3404,32;0
2017-05-10;CLI0210;LIM_Q01;14;4384,31;4266,2;0
2017-05-11;CLI0093;LIM_Q02;336;9120,2;5047,86;0
2017-05-11;CLI0221;LIM_Q01;354;13254,95;9422,18;1573060,18
2017-05-11;CLI0211;LIM_Q01;151;4211,33;2572,01;0
2017-05-12;CLI0428;LIM_Q02;381;8614,04;4851,98;0
2017-05-12;CLI0232;DIS_S05;241;9737,94;5571,33;0
2017-05-12;CLI0262;DIS_S04;173;8851,42;6119,04;0
2017-05-13;CLI0110;LIM_Q01;344;3998,39;1956,42;0
2017-05-13;CLI0050;LIM_Q01;443;13366,8;9224,97;0
2017-05-13;CLI0374;DIS_S04;481;11571,28;7967,1;0
2017-05-13;CLI0364;DIS_S04;44;3266,11;2312,5;0
2017-05-13;CLI0103;DIS_S04;373;10427,57;6415,65;0
2017-05-14;CLI0456;DIS_S05;20;2413,31;1282,38;2922150,4
2017-05-14;CLI0088;LIM_Q02;417;5447,6;3884,03;0
2017-05-14;CLI0020;LIM_Q02;84;1924,8;1008,77;0
2017-05-15;CLI0014;LIM_Q01;309;12262,53;7931,72;0
2017-05-15;CLI0133;LIM_Q01;444;9660,18;6174,1;0
2017-05-16;CLI0425;DIS_S05;410;9208,19;6041,89;0
2017-05-16;CLI0296;DIS_S04;390;11404,53;6617,53;0
2017-05-16;CLI0034;DIS_S05;207;3218,99;1537,89;0
2017-05-17;CLI0301;DIS_S04;344;2091,64;1316,44;0
2017-05-17;CLI0380;LIM_Q02;350;10778,98;6145,12;0
2017-05-17;CLI0208;LIM_Q02;273;3939,48;2280,85;0
2017-05-18;CLI0199;LIM_Q02;383;3249,54;1881,92;0
2017-05-18;CLI0080;LIM_Q01;233;14496,34;8410,6;0
2017-05-18;CLI0071;LIM_Q02;131;6585,99;4340,99;0
2017-05-19;CLI0155;HIG_Q03;83;2267,22;1136,86;0
2017-05-19;CLI0078;DIS_S04;37;8302,04;6342,19;0
2017-05-20;CLI0289;HIG_Q03;180;12434,75;8415,38;0
2017-05-20;CLI0078;DIS_S04;472;4376,07;3433,12;0
2017-05-20;CLI0172;DIS_S04;405;1828,46;1119,41;0
2017-05-21;CLI0033;DIS_S05;475;3431,31;2954,57;0
2017-05-22;CLI0300;LIM_Q01;385;15881,94;8424,75;0
2017-05-22;CLI0276;DIS_S04;430;11710,38;6155,98;0
2017-05-22;CLI0367;LIM_Q02;373;2741,06;1851,24;0
2017-05-22;CLI0420;LIM_Q01;392;4149,34;2728;0
2017-05-22;CLI0007;LIM_Q02;225;9821,33;6317,53;0
2017-05-23;CLI0160;LIM_Q01;328;5326,57;4267,64;0
2017-05-23;CLI0240;LIM_Q01;110;9668,18;6490,94;2264996,21
2017-05-24;CLI0423;LIM_Q02;102;11557,09;6668,65;0
2017-05-24;CLI0451;LIM_Q02;255;12670,96;9795,75;0
2017-05-24;CLI0477;LIM_Q01;72;11492,13;5862,83;0
2017-05-26;CLI0024;DIS_S04;275;12793,65;7506,92;0
2017-05-26;CLI0214;LIM_Q02;215;4109,88;2633,41;0
2017-05-27;CLI0368;HIG_Q03;46;14512,64;7500,5;0
2017-05-27;CLI0070;HIG_Q03;89;3893,48;2996,81;0
2017-05-28;CLI0216;LIM_Q01;20;5174,83;4423,85;0
2017-05-28;CLI0104;DIS_S05;124;9067,97;4197,98;0
2017-05-29;CLI0215;LIM_Q01;99;10731,1;6466,4;0
2017-05-29;CLI0054;LIM_Q01;241;8052,8;5220,82;0
2017-05-29;CLI0294;DIS_S04;28;2958,6;2142,86;0
2017-05-29;CLI0330;DIS_S04;61;9719,03;6659,98;0
2017-05-29;CLI0336;DIS_S05;383;13493,75;8660,64;0
2017-05-30;CLI0481;HIG_Q03;470;11699,93;6325,89;0
2017-05-30;CLI0216;LIM_Q01;67;3253,32;3095,46;0
2017-05-30;CLI0317;DIS_S05;160;5100,13;2525,2;0
2017-05-30;CLI0198;LIM_Q01;149;4048,5;2400,35;0
2017-05-30;CLI0288;DIS_S05;103;9837,25;6541,89;0
2017-05-30;CLI0203;DIS_S05;283;1673;946,63;0
2017-05-30;CLI0045;DIS_S05;41;8793,73;5178,26;4981673,88
2017-05-31;CLI0309;HIG_Q03;30;8568,07;6643,03;0
2017-05-31;CLI0384;LIM_Q02;158;16969,27;10629,86;0
2017-05-31;CLI0435;LIM_Q01;230;3744,08;2876,12;0
2017-05-31;CLI0332;DIS_S05;230;13365,27;8311,71;0
2017-06-01;CLI0184;LIM_Q02;251;7342,52;6412,74;0
2017-06-01;CLI0027;DIS_S04;228;3545,94;2290,14;0
2017-06-01;CLI0166;LIM_Q01;38;3588,99;1970,19;0
2017-06-03;CLI0103;LIM_Q01;434;3314,05;3019,43;0
2017-06-03;CLI0448;DIS_S04;284;2797,98;1555,94;0
2017-06-03;CLI0365;LIM_Q01;67;10727,65;6849,92;2175898,87
2017-06-03;CLI0318;HIG_Q03;472;9752,27;6269,78;0
2017-06-03;CLI0274;LIM_Q01;56;13745,63;9083,57;0
2017-06-03;CLI0383;LIM_Q01;405;12874,11;5564,98;0
2017-06-04;CLI0333;HIG_Q03;149;1606,3;1072,38;0
2017-06-04;CLI0373;LIM_Q01;32;2946,61;1850,92;0
2017-06-04;CLI0104;DIS_S04;398;11083,8;6642,68;0
2017-06-04;CLI0414;LIM_Q02;387;14993,19;7155,63;0
2017-06-04;CLI0245;LIM_Q01;419;5025,03;3345,58;0
2017-06-04;CLI0305;DIS_S04;382;13481,13;6506,65;0
2017-06-04;CLI0169;DIS_S05;72;4343,65;3235,64;0
2017-06-05;CLI0418;LIM_Q01;351;2348,42;1613,87;0
2017-06-05;CLI0116;LIM_Q02;61;4518,18;2933,99;0
2017-06-05;CLI0141;HIG_Q03;275;5184,97;3739,2;0
2017-06-06;CLI0356;LIM_Q01;176;4339,92;2301,81;0
2017-06-06;CLI0478;DIS_S04;160;7134,26;4575,59;0
2017-06-06;CLI0125;HIG_Q03;20;6792,18;4298,11;0
2017-06-07;CLI0384;HIG_Q03;81;6116,51;4507,79;0
2017-06-07;CLI0025;DIS_S05;485;6002,72;4027,89;0
2017-06-07;CLI0194;LIM_Q02;104;8358,37;6117,73;1763766,41
2017-06-08;CLI0019;DIS_S04;357;8357,49;5059,37;0
2017-06-08;CLI0005;DIS_S05;57;14608,86;7861,51;3870579,62
2017-06-08;CLI0402;DIS_S04;496;9899,24;7980,35;0
2017-06-08;CLI0100;LIM_Q01;393;12638,43;8179,44;0
2017-06-09;CLI0170;LIM_Q02;281;10123,04;7301,83;1735500,02
2017-06-09;CLI0274;HIG_Q03;439;3461,44;2095,77;0
2017-06-09;CLI0254;DIS_S04;440;9886,62;9502,25;0
2017-06-10;CLI0121;DIS_S04;104;5185,62;2397,39;0
2017-06-10;CLI0032;LIM_Q01;242;4172,23;2417,65;0
2017-06-10;CLI0149;DIS_S04;57;1694,05;1313,94;0
2017-06-10;CLI0266;DIS_S05;217;8180,11;5582;0
2017-06-11;CLI0183;LIM_Q02;358;5240,67;3064,41;0
2017-06-11;CLI0013;DIS_S05;86;14225,71;10109,06;0
2017-06-11;CLI0342;DIS_S04;418;5561,01;3019,12;0
2017-06-11;CLI0177;LIM_Q02;236;16019,78;11372,93;0
2017-06-11;CLI0037;HIG_Q03;462;4735,6;4279,57;0
2017-06-12;CLI0145;DIS_S05;228;10796,27;6994,78;0
2017-06-12;CLI0265;DIS_S04;369;9954,56;8634,71;0
2017-06-12;CLI0088;DIS_S04;90;9714,25;7161,43;0
2017-06-12;CLI0428;HIG_Q03;46;6969,76;3641,61;4908392,76
2017-06-12;CLI0462;LIM_Q01;111;11289,99;6684,53;0
2017-06-13;CLI0046;DIS_S05;200;7006,98;4285,52;0
